Académie,Département,Etablissement,Ville,UAI,Code commune,Secteur,Nombre d'élèves présents au Bac,Taux de réussite bruts TOTAL,Taux de mentions bruts,Effectifs à la rentrée N 2nde,Effectifs à la rentrée N 1ère,Effectifs à la rentrée N Term.
CRETEIL,SEINE-SAINT-DENIS,LYCEE PAUL ROBERT (PROFESSIONNEL),LES LILAS,0932073Y,93045,PU,56,71,36,54,57,46
CRETEIL,SEINE-SAINT-DENIS,LYCEE CLAUDE-NICOLAS LEDOUX (PROFESSIONNEL),LES PAVILLONS SOUS BOIS,0930136T,93057,PU,72,67,39,99,92,81
CRETEIL,SEINE-SAINT-DENIS,LYCEE HENRI SELLIER (PROFESSIONNEL),LIVRY GARGAN,0932120Z,93046,PU,129,90,66,135,149,128
CRETEIL,SEINE-SAINT-DENIS,LYCEE PROFESSIONNEL CONDORCET,MONTREUIL,0930130L,93048,PU,55,73,42,83,66,66
CRETEIL,SEINE-SAINT-DENIS,LYCEE PROFESSIONNEL ORT,MONTREUIL,0930960N,93048,PR,61,92,57,51,68,61
CRETEIL,SEINE-SAINT-DENIS,LYCEE EUGENIE COTTON (PROFESSIONNEL),MONTREUIL,0932116V,93048,PU,125,82,39,123,154,130
CRETEIL,SEINE-SAINT-DENIS,LYCEE NICOLAS-JOSEPH CUGNOT (PROFESSIONNEL),NEUILLY SUR MARNE,0932291K,93050,PU,84,80,43,89,94,92
CRETEIL,SEINE-SAINT-DENIS,LYCEE PROFESSIONNEL FRANCOISE CABRINI,NOISY LE GRAND,0931369H,93051,PR,64,100,80,70,74,64
CRETEIL,SEINE-SAINT-DENIS,LYCEE EVARISTE GALOIS (PROFESSIONNEL),NOISY LE GRAND,0932047V,93051,PU,47,79,40,77,48,47
CRETEIL,SEINE-SAINT-DENIS,LYCEE PROFESSIONNEL THEODORE MONOD,NOISY LE SEC,0930133P,93053,PU,207,80,49,210,263,226
CRETEIL,SEINE-SAINT-DENIS,LYCEE SIMONE WEIL (PROFESSIONNEL),PANTIN,0930135S,93055,PU,151,75,38,130,156,155
CRETEIL,SEINE-SAINT-DENIS,LYCEE LUCIE AUBRAC (PROFESSIONNEL),PANTIN,0932117W,93055,PU,99,90,59,126,120,110
CRETEIL,SEINE-SAINT-DENIS,LYCEE LIBERTE (PROFESSIONNEL),ROMAINVILLE,0932267J,93063,PU,49,90,65,59,60,54
CRETEIL,SEINE-SAINT-DENIS,LYCEE PROFESSIONNEL JEAN MOULIN,ROSNY SOUS BOIS,0931739K,93064,PU,149,66,36,120,162,158
CRETEIL,SEINE-SAINT-DENIS,LYCEE PROFESSIONNEL FREDERIC BARTHOLDI,SAINT DENIS,0930138V,93066,PU,187,75,39,196,220,164
CRETEIL,SEINE-SAINT-DENIS,LYCEE PROFESSIONNEL SAINT VINCENT DE PAUL,SAINT DENIS,0930946Y,93066,PR,52,90,58,66,51,64
CRETEIL,SEINE-SAINT-DENIS,LYCEE JEAN-BAPTISTE DE LA SALLE (PROFESSIONNEL),SAINT DENIS,0931797Y,93066,PR,48,98,73,65,59,56
CRETEIL,SEINE-SAINT-DENIS,LYCEE SUGER (PROFESSIONNEL),SAINT DENIS,0932121A,93066,PU,133,59,39,131,174,169
CRETEIL,SEINE-SAINT-DENIS,LYCEE PROFESSIONNEL APPLICATION DE L'ENNA,SAINT DENIS,0932129J,93066,PU,112,79,45,130,119,114
CRETEIL,SEINE-SAINT-DENIS,LYCEE ROSA PARKS (PROFESSIONNEL),SAINT DENIS,0932667U,93066,PU,79,94,73,83,83,81
CRETEIL,SEINE-SAINT-DENIS,LYCEE AUGUSTE BLANQUI (PROFESSIONNEL),SAINT OUEN,0930126G,93070,PU,46,39,13,51,49,45
CRETEIL,SEINE-SAINT-DENIS,LYCEE MARCEL CACHIN (PROFESSIONNEL),SAINT OUEN SUR SEINE,0932074Z,93070,PU,86,74,43,128,95,84
CRETEIL,SEINE-SAINT-DENIS,LYCEE BLAISE CENDRARS (PROFESSIONNEL),SEVRAN,0932048W,93071,PU,62,73,53,108,62,70
CRETEIL,SEINE-SAINT-DENIS,LYCEE MAURICE UTRILLO (PROFESSIONNEL),STAINS,0932030B,93072,PU,96,78,34,80,113,97
CRETEIL,SEINE-SAINT-DENIS,LYCEE PROFESSIONNEL HELENE BOUCHER,TREMBLAY EN FRANCE,0931193S,93073,PU,171,82,52,161,186,169
CRETEIL,SEINE-SAINT-DENIS,LYCEE LEONARD DE VINCI (PROFESSIONNEL),TREMBLAY EN FRANCE,0932046U,93073,PU,71,76,32,71,73,74
CRETEIL,SEINE-SAINT-DENIS,LYCEE BLAISE PASCAL (PROFESSIONNEL),VILLEMOMBLE,0932221J,93077,PU,68,91,51,71,70,70
CRETEIL,SEINE-SAINT-DENIS,LYCEE JEAN ROSTAND (PROFESSIONNEL),VILLEPINTE,0931584S,93078,PU,24,62,33,24,24,26
CRETEIL,SEINE-SAINT-DENIS,LYCEE GEORGES BRASSENS (PROFESSIONNEL),VILLEPINTE,0932260B,93078,PU,145,72,40,191,192,164
CRETEIL,VAL-DE-MARNE,LYCEE MAXIMILIEN PERRET (PROFESSIONNEL),ALFORTVILLE,0940126B,94002,PU,100,66,40,109,96,86
CRETEIL,VAL-DE-MARNE,LYCEE POLYVALENT DE CACHAN (PROFESSIONNEL),CACHAN,0940580V,94016,PU,56,64,43,71,60,61
CRETEIL,VAL-DE-MARNE,LYCEE PROFESSIONNEL ROBERT KELLER,CACHAN,0940823J,94016,PR,90,91,67,114,97,104
CRETEIL,VAL-DE-MARNE,LYCEE LOUISE MICHEL (PROFESSIONNEL),CHAMPIGNY SUR MARNE,0940112L,94017,PU,61,95,79,72,71,71
CRETEIL,VAL-DE-MARNE,LYCEE LANGEVIN-WALLON (PROFESSIONNEL),CHAMPIGNY SUR MARNE,0940113M,94017,PU,117,82,48,108,128,114
CRETEIL,VAL-DE-MARNE,LYCEE PROFESSIONNEL GABRIEL PERI,CHAMPIGNY SUR MARNE,0940132H,94017,PU,100,80,52,126,139,115
CRETEIL,VAL-DE-MARNE,LYCEE MARX DORMOY (PROFESSIONNEL),CHAMPIGNY SUR MARNE,0941951K,94017,PU,84,89,64,94,87,86
CRETEIL,VAL-DE-MARNE,LYCEE ROBERT SCHUMAN (PROFESSIONNEL),CHARENTON LE PONT,0941974K,94018,PU,47,89,64,54,54,55
CRETEIL,VAL-DE-MARNE,LYCEE SAMUEL DE CHAMPLAIN (PROFESSIONNEL),CHENNEVIERES SUR MARNE,0941470M,94019,PU,147,84,54,173,175,157
CRETEIL,VAL-DE-MARNE,LYCEE PAULINE ROLAND (PROFESSIONNEL),CHEVILLY LARUE,0942269F,94021,PU,64,88,48,134,93,93
CRETEIL,VAL-DE-MARNE,LYCEE PROFESSIONNEL JACQUES BREL,CHOISY LE ROI,0940141T,94022,PU,79,76,41,93,90,84
CRETEIL,VAL-DE-MARNE,LYCEE PROFESSIONNEL JEAN MACE,CHOISY LE ROI,0941232D,94022,PU,94,78,46,108,101,97
CRETEIL,VAL-DE-MARNE,LYCEE ANTOINE DE SAINT EXUPERY (PROFESSIONNEL),CRETEIL,0940114N,94028,PU,88,77,44,81,119,105
CRETEIL,VAL-DE-MARNE,LYCEE EDOUARD BRANLY (PROFESSIONNEL),CRETEIL,0941018W,94028,PU,100,93,51,98,123,108
CRETEIL,VAL-DE-MARNE,LYCEE LEON BLUM (PROFESSIONNEL),CRETEIL,0941413A,94028,PU,93,95,62,96,104,100
CRETEIL,VAL-DE-MARNE,LYCEE JOHANNES GUTENBERG (PROFESSIONNEL),CRETEIL,0941930M,94028,PU,74,95,82,84,84,83
CRETEIL,VAL-DE-MARNE,LYCEE PROFESSIONNEL MICHELET,FONTENAY SOUS BOIS,0941298A,94033,PU,50,64,36,95,73,65
CRETEIL,VAL-DE-MARNE,LYCEE FREDERIC MISTRAL (PROFESSIONNEL),FRESNES,0941301D,94034,PU,116,75,48,135,120,122
CRETEIL,VAL-DE-MARNE,LYCEE PROFESSIONNEL VAL DE BIEVRE,GENTILLY,0940134K,94037,PU,41,59,39,58,48,45
CRETEIL,VAL-DE-MARNE,LYCEE PROFESSIONNEL CE 3P,IVRY SUR SEINE,0941407U,94041,PR,20,100,55,24,28,26
CRETEIL,VAL-DE-MARNE,LYCEE FERNAND LEGER (PROFESSIONNEL),IVRY SUR SEINE,0941972H,94041,PU,49,82,35,51,50,50
CRETEIL,VAL-DE-MARNE,ENSEMBLE SAINTE MARIE,JOINVILLE LE PONT,0942355Z,94042,PR,77,97,69,97,71,70
CRETEIL,VAL-DE-MARNE,LYCEE CONDORCET (PROFESSIONNEL),LA VARENNE SAINT HILAIRE,0940122X,94068,PU,40,70,42,54,48,47
CRETEIL,VAL-DE-MARNE,LYCEE DARIUS MILHAUD (PROFESSIONNEL),LE KREMLIN BICETRE,0941474S,94043,PU,124,87,56,111,132,127
CRETEIL,VAL-DE-MARNE,LYCEE PROFESSIONNEL PIERRE BROSSOLETTE,LE KREMLIN BICETRE,0941975L,94043,PU,76,96,61,85,79,78
CRETEIL,VAL-DE-MARNE,LYCEE GUILLAUME BUDE (PROFESSIONNEL),LIMEIL BREVANNES,0940742W,94044,PU,69,86,58,119,87,81
CRETEIL,VAL-DE-MARNE,LYCEE PROFESSIONNEL PAUL BERT,MAISONS ALFORT,0941355M,94046,PU,156,78,52,168,161,157
CRETEIL,VAL-DE-MARNE,LYCEE LOUIS ARMAND (PROFESSIONNEL),NOGENT SUR MARNE,0940118T,94052,PU,113,69,30,131,120,116
CRETEIL,VAL-DE-MARNE,LYCEE PROFESSIONNEL LA SOURCE,NOGENT SUR MARNE,0940137N,94052,PU,92,83,57,110,99,92
CRETEIL,VAL-DE-MARNE,LYCEE PROFESSIONNEL ARMAND GUILLAUMIN,ORLY,0940138P,94054,PU,107,79,48,118,124,119
CRETEIL,VAL-DE-MARNE,LYCEE PROFESSIONNEL GOURDOU-LESEURRE,SAINT MAUR DES FOSSES,0940140S,94068,PU,81,77,53,91,94,90
CRETEIL,VAL-DE-MARNE,LYCEE FRANCOIS MANSART (PROFESSIONNEL),SAINT MAUR DES FOSSES,0940585A,94068,PU,40,65,40,48,50,36
CRETEIL,VAL-DE-MARNE,LYCEE CHRISTOPHE COLOMB (PROFESSIONNEL),SUCY EN BRIE,0941918Z,94071,PU,69,90,62,72,73,74
CRETEIL,VAL-DE-MARNE,LYCEE MONTALEAU (PROFESSIONNEL),SUCY EN BRIE,0942130E,94071,PU,71,83,49,96,87,75
CRETEIL,VAL-DE-MARNE,LYCEE MARIANNE (PROFESSIONNEL),VILLENEUVE LE ROI,0940743X,94077,PU,42,76,38,55,60,46
CRETEIL,VAL-DE-MARNE,LYCEE FRANCOIS ARAGO (PROFESSIONNEL),VILLENEUVE SAINT GEORGES,0941952L,94078,PU,105,80,45,115,133,107
CRETEIL,VAL-DE-MARNE,LYCEE PROFESSIONNEL JEAN MOULIN,VINCENNES,0940143V,94080,PU,160,83,56,164,168,169
CRETEIL,VAL-DE-MARNE,LYCEE PROFESSIONNEL GREGOR MENDEL,VINCENNES,0941722L,94080,PR,16,100,75,22,13,16
CRETEIL,VAL-DE-MARNE,LYCEE PROFESSIONNEL CLAUDE-NICOLAS LEDOUX,VINCENNES,0941724N,94080,PR,87,99,86,87,90,82
CRETEIL,VAL-DE-MARNE,LYCEE JEAN MACE (PROFESSIONNEL),VITRY SUR SEINE,0940129E,94081,PU,139,73,42,157,172,157
CRETEIL,VAL-DE-MARNE,LYCEE PROFESSIONNEL CAMILLE CLAUDEL,VITRY SUR SEINE,0940145X,94081,PU,91,74,38,131,127,117
CRETEIL,VAL-DE-MARNE,LYCEE ADOLPHE CHERIOUX (PROFESSIONNEL),VITRY SUR SEINE,0941294W,94081,PU,82,71,50,95,95,88
DIJON,COTE D'OR,LYCEE PRIEUR DE LA COTE D'OR (PROFESSIONNEL),AUXONNE,0210003P,21038,PU,23,91,65,30,27,16
DIJON,COTE D'OR,CLOS MAIRE (PROFESSIONNEL),BEAUNE,0210006T,21054,PU,34,82,32,33,25,30
DIJON,COTE D'OR,LYCEE E.J. MAREY (PROFESSIONNEL),BEAUNE,0212045J,21054,PU,73,89,64,87,89,87
DIJON,COTE D'OR,LYCEE DESIRE NISARD (PROFESSIONNEL),CHATILLON SUR SEINE,0210013A,21154,PU,21,81,48,25,23,20
DIJON,COTE D'OR,LYCEE PROFESSIONNEL ROLAND CARRAZ,CHENOVE,0211356K,21166,PU,73,90,63,71,72,69
DIJON,COTE D'OR,LYCEE HIPPOLYTE FONTAINE (PROFESSIONNEL),DIJON,0210018F,21231,PU,147,74,45,154,149,149
DIJON,COTE D'OR,LYCEE LE CASTEL (PROFESSIONNEL),DIJON,0210019G,21231,PU,100,83,60,119,116,105
DIJON,COTE D'OR,LYCEE SAINT JOSEPH - LA SALLE (PROFESSIONNEL),DIJON,0211089V,21231,PR,116,94,72,131,127,118
DIJON,COTE D'OR,LYCEE SAINT BENIGNE (PROFESSIONNEL),DIJON,0211090W,21231,PR,84,85,51,104,107,90
DIJON,COTE D'OR,LYCEE LES ARCADES (PROFESSIONNEL),DIJON,0211091X,21231,PR,142,87,45,182,188,178
DIJON,COTE D'OR,LYCEE LES MARCS D'OR (PROFESSIONNEL),DIJON,0211986V,21231,PU,65,69,32,81,94,107
DIJON,COTE D'OR,LYCEE SIMONE WEIL (PROFESSIONNEL),DIJON,0212015B,21231,PU,124,81,51,139,142,139
DIJON,COTE D'OR,LYCEE PROFESSIONNEL EUGENE GUILLAUME,MONTBARD,0210056X,21425,PU,46,93,74,50,50,45
DIJON,COTE D'OR,LYCEE ANNA JUDIC (PROFESSIONNEL),SEMUR EN AUXOIS,0210047M,21603,PU,31,94,68,38,42,34
DIJON,NIEVRE,LYCEE PROFESSIONNEL FRANCOIS MITTERRAND,CHATEAU CHINON,0580552K,58062,PU,61,92,66,53,74,52
DIJON,NIEVRE,LYCEE ROMAIN ROLLAND (PROFESSIONNEL),CLAMECY,0580008U,58079,PU,23,65,43,20,17,21
DIJON,NIEVRE,LYCEE PIERRE GILLES DE GENNES (PROFESSIONNEL),COSNE COURS SUR LOIRE,0580014A,58086,PU,58,84,47,79,64,64
DIJON,NIEVRE,LYCEE SIMONE DOUNON (PROFESSIONNEL),COSNE COURS SUR LOIRE,0580076T,58086,PR,29,93,72,36,48,40
DIJON,NIEVRE,LYCEE PROFESSIONNEL PIERRE BEREGOVOY,FOURCHAMBAULT,0580020G,58117,PU,83,86,66,88,94,86
DIJON,NIEVRE,LYCEE PROFESSIONNEL JEAN ROSTAND,NEVERS,0580050P,58194,PU,112,87,51,116,114,114
DIJON,NIEVRE,LYCEE NOTRE DAME (PROFESSIONNEL),NEVERS,0580071M,58194,PR,102,94,54,108,129,106
DIJON,NIEVRE,LYCEE PROFESSIONNEL THERESE DESREUMAUX,SAINT LEGER DES VIGNES,0580075S,58250,PR,23,87,52,26,19,21
DIJON,SAONE-ET-LOIRE,LYCEE BONAPARTE (PROFESSIONNEL),AUTUN,0710001R,71014,PU,32,75,50,32,31,33
DIJON,SAONE-ET-LOIRE,LYCEE SAINT LAZARE (PROFESSIONNEL),AUTUN,0711494N,71014,PR,39,79,67,50,43,38
DIJON,SAONE-ET-LOIRE,LYCEE PROFESSIONNEL CLAUDIE HAIGNERE,BLANZY,0711384U,71040,PU,96,73,44,116,120,100
DIJON,SAONE-ET-LOIRE,LYCEE MATHIAS (PROFESSIONNEL),CHALON SUR SAONE,0710010A,71076,PU,30,80,43,30,30,31
DIJON,SAONE-ET-LOIRE,LYCEE NIEPCE-BALLEURE (PROFESSIONNEL),CHALON SUR SAONE,0710012C,71076,PU,95,94,64,107,92,98
DIJON,SAONE-ET-LOIRE,LYCEE PROFESSIONNEL JEANNETTE GUYOT,CHALON SUR SAONE,0711322B,71076,PU,110,75,42,130,121,120
DIJON,SAONE-ET-LOIRE,LYCEE EMILAND GAUTHEY (PROFESSIONNEL),CHALON SUR SAONE,0711729U,71076,PU,81,80,47,93,99,83
DIJON,SAONE-ET-LOIRE,LYCEE SAINT CHARLES (PROFESSIONNEL),CHALON SUR SAONE,0711896A,71076,PR,115,95,64,115,119,113
DIJON,SAONE-ET-LOIRE,LYCEE JULIEN WITTMER (PROFESSIONNEL),CHAROLLES,0710018J,71106,PU,30,90,50,41,38,36
DIJON,SAONE-ET-LOIRE,LYCEE LEON BLUM (PROFESSIONNEL),LE CREUSOT,0710026T,71153,PU,127,81,43,152,144,140
DIJON,SAONE-ET-LOIRE,LYCEE HENRI VINCENOT (PROFESSIONNEL),LOUHANS,0710042K,71263,PU,27,78,41,36,36,28
DIJON,SAONE-ET-LOIRE,LYCEE RENE CASSIN (PROFESSIONNEL),MACON,0710048S,71270,PU,94,77,54,116,113,101
DIJON,SAONE-ET-LOIRE,LYCEE PROFESSIONNEL ALEXANDRE DUMAINE,MACON,0710080B,71270,PU,106,83,40,125,115,107
DIJON,SAONE-ET-LOIRE,LYCEE FREDERIC OZANAM (PROFESSIONNEL),MACON,0711249X,71270,PR,14,100,93,16,16,14
DIJON,SAONE-ET-LOIRE,LYCEE PROFESSIONNEL ASTIER,PARAY LE MONIAL,0710087J,71342,PU,34,79,56,41,39,40
DIJON,SAONE-ET-LOIRE,LYCEE PROFESSIONNEL DU SACRE COEUR,PARAY LE MONIAL,0711755X,71342,PR,116,98,75,140,118,113
DIJON,YONNE,LYCEE POLYVALENT FOURIER SAINT-GERMAIN (PROFESSIONNEL),AUXERRE,0890005X,89024,PU,136,73,44,167,153,143
DIJON,YONNE,LYCEE SAINT JOSEPH - LA SALLE (PROFESSIONNEL),AUXERRE,0890070T,89024,PR,19,100,89,21,26,21
DIJON,YONNE,LYCEE VAUBAN (PROFESSIONNEL),AUXERRE,0890819G,89024,PU,85,81,39,96,88,83
DIJON,YONNE,LYCEE DU PARC DES CHAUMES (PROFESSIONNEL),AVALLON,0890008A,89025,PU,26,88,46,34,34,36
DIJON,YONNE,LYCEE JEANNE D'ARC (PROFESSIONNEL),AVALLON,0890064L,89025,PR,10,90,80,11,14,11
DIJON,YONNE,LYCEE LOUIS DAVIER (PROFESSIONNEL),JOIGNY,0891199V,89206,PU,117,77,41,130,124,113
DIJON,YONNE,LYCEE PROFESSIONNEL SAINT JACQUES,JOIGNY,0891223W,89206,PR,15,93,80,25,22,16
DIJON,YONNE,LYCEE PROFESSIONNEL PIERRE ET MARIE CURIE,SENS,0890053Z,89387,PU,158,82,47,176,175,171
DIJON,YONNE,LYCEE CHEVALIER D'EON (PROFESSIONNEL),TONNERRE,0890032B,89418,PU,14,71,36,23,22,24
GRENOBLE,ARDECHE,LYCEE BOISSY D'ANGLAS (PROFESSIONNEL),ANNONAY,0070001N,7010,PU,59,81,54,73,74,65
GRENOBLE,ARDECHE,LYCEE PROFESSIONNEL JOSEPH ET ETIENNE MONTGOLFIER,ANNONAY,0070002P,7010,PU,50,76,44,74,57,61
GRENOBLE,ARDECHE,LYCEE PROFESSIONNEL MARC SEGUIN,ANNONAY,0070100W,7010,PR,131,97,73,143,166,152
